Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Local comercial;Chorrillos;0;3;0;140;12500.0;4176.0;
Tienda en Centro Comercial;Pachacámac;0;847;0;31;2100.0;715.0;
Local comercial;Pachacámac;0;3;0;328;26293.0;5587.0;
Local comercial;Pachacámac;0;0;0;70;3600.0;1718.0;243.0
Local comercial;Chorrillos;0;0;0;10;1605.0;;
Local comercial;Jesús María;0;1;0;19;1000.0;450.0;
Tienda/Salón;Pachacámac;0;0;0;1245;150000.0;;
Local comercial;Pachacámac;0;0;0;30;1000.0;600.0;135.0
Almacén;El Agustino;0;0;0;14000;150000.0;;10000.0
Local comercial;Pachacámac;0;3;0;160;12800.0;3300.0;860.0
Tienda/Salón;Pachacámac;0;0;0;23;4000.0;616.0;135.0
Tienda/Salón;Carmen de La Legua;0;0;0;60;2500.0;;
Tienda en Centro Comercial;Pachacámac;0;0;0;17;5500.0;;73.0
Tienda/Salón;Ventanilla;0;1;0;46;2000.0;;223.0
Local comercial;San Luis;0;0;0;32;650.0;260.0;48.0
Local comercial;Ate;0;2;0;72;100.0;1380.0;312.0
Casa comercial;San Luis;0;0;0;124;4000.0;;2700.0
Local comercial;Pachacámac;0;0;0;33;1060.0;940.0;
Tienda/Salón;San Luis;0;0;0;25;1500.0;;
Local comercial;Jesús María;0;1;0;23;1300.0;450.0;135.0
Local comercial;Comas;2;0;0;45;5000.0;2200.0;245.0
Local comercial;Pachacámac;0;0;0;94;3000.0;900.0;337.0
Local comercial;Pachacámac;0;0;0;40;1100.0;350.0;
Local comercial;Ate;0;6;0;239;8500.0;7865.0;
Local comercial;Ate;0;22;0;800;45000.0;31000.0;14000.0
Tienda/Salón;Jesús María;0;1;0;0;1500.0;400.0;
Local comercial;Pachacámac;0;0;0;26;550.0;507.0;84.0
Tienda/Salón;Pachacámac;0;1;0;42;1300.0;370.0;90.0
Local comercial;Pachacámac;0;0;0;330;13000.0;5530.0;2045.0
Local comercial;San Miguel;0;1;0;27;1200.0;850.0;
Local comercial;Santa Anita;0;0;0;23;800.0;550.0;56.0
Local comercial;Pachacámac;0;0;0;96;2880.0;1652.0;238.0
Local comercial;Pachacámac;0;0;0;35;300.0;594.0;
Almacén;Ventanilla;0;0;0;1800;25000.0;;
Tienda/Salón;Villa El Salvador;0;0;0;42;2000.0;430.0;120.0
Tienda/Salón;Rímac;0;6;0;1200;244000.0;;
Tienda/Salón;Ate;0;1;0;50;1600.0;1330.0;360.0
Tienda en Centro Comercial;Jesús María;0;1;0;70;1500.0;1300.0;320.0
Local comercial;Ate;0;2;0;42;4200.0;;
Local comercial;Pachacámac;0;0;0;35;700.0;317.0;90.0
Almacén;San Miguel;0;0;0;1000;9800.0;;7500.0
Almacén;Lima;0;0;0;2800;30000.0;;1800.0
Local comercial;Pachacámac;0;0;0;641;20000.0;7235.0;2704.0
Tienda/Salón;Punta Negra;0;0;0;47;500.0;;170.0
Local comercial;Pachacámac;0;0;0;292;8000.0;7200.0;1700.0
Local comercial;Pachacámac;0;0;0;58;2800.0;700.0;50.0
Almacén;La Molina;0;0;0;600;9000.0;;
Local comercial;Ate;0;2;0;40;1900.0;1262.0;295.0
Almacén;Independencia;0;8;0;1000;18000.0;;1500.0
Almacén;Lima;0;0;0;420;3800.0;;460.0
Local comercial;Jesús María;0;1;0;30;1000.0;620.0;120.0
Local comercial;Lince;0;3;0;142;3500.0;1872.0;1575.0
Local comercial;Ate;0;1;0;25;1000.0;855.0;178.0
Tienda/Salón;San Isidro;0;0;0;180;9000.0;;1.0
Almacén;Ate;0;0;0;500;12000.0;;
Tienda en Centro Comercial;Ate;0;2;0;77;100.0;3600.0;1300.0
Local comercial;Ate;0;0;0;60;1800.0;1320.0;460.0
Local comercial;La Punta;0;1;0;32;1100.0;505.0;
Local comercial;Ate;0;1;0;36;1000.0;920.0;108.0
Local comercial;Chorrillos;0;14;0;755;112500.0;25451.0;4069.0
Tienda/Salón;San Miguel;0;0;0;358;12000.0;;
Tienda/Salón;Ventanilla;0;1;0;90;2500.0;;
Tienda en Centro Comercial;Villa El Salvador;0;0;0;54;4500.0;1331.0;264.0
Local comercial;Ate;0;1;0;21;1000.0;594.0;115.0
Local comercial;Pachacámac;0;0;0;76;2000.0;718.0;
Local comercial;Pachacámac;0;0;0;138;3750.0;2407.0;560.0
Casa comercial;Comas;0;1;0;200;18000.0;5500.0;1550.0
Tienda/Salón;Ventanilla;0;0;0;396;5500.0;;
Tienda en Centro Comercial;San Borja;0;0;0;45;2500.0;576.0;454.0
Local comercial;Ate;0;19;0;594;59500.0;13289.0;
Local comercial;Ate;0;2;0;54;2000.0;1400.0;
Local comercial;Mi Perú;0;0;0;24;450.0;166.0;
Local comercial;Pachacámac;0;1;0;30;850.0;490.0;
Local comercial;Ate;0;6;0;295;18000.0;6000.0;1200.0
Local comercial;Pachacámac;1;0;0;325;10000.0;;10828.0
Local comercial;Jesús María;0;1;0;26;1000.0;333.0;112.0
Local comercial;Lince;0;1;0;28;1000.0;582.0;105.0
Local comercial;Pachacámac;0;0;0;423;11000.0;8082.0;
Local comercial;Pachacámac;0;0;0;39;500.0;740.0;124.0
Almacén;Puente Piedra;0;0;0;344;5000.0;;
Local comercial;Callao;0;0;0;25;400.0;550.0;127.0
Local comercial;Ate;0;1;0;51;1300.0;950.0;406.0
Local comercial;Rímac;0;0;0;110;11000.0;1480.0;490.0
Local comercial;Pachacámac;0;0;0;35;1500.0;540.0;22.0
Local comercial;Pachacámac;0;3;0;540;17820.0;15315.0;2850.0
Tienda/Salón;Ate;0;4;0;202;14000.0;4000.0;
Local comercial;Pachacámac;0;1;0;367;23871.0;11377.0;1229.0
Local comercial;Pachacámac;0;1;0;391;35164.0;13830.0;1243.0
Local comercial;Ate;0;16;0;505;25000.0;18400.0;7200.0
Tienda/Salón;Lince;0;0;0;90;4000.0;950.0;250.0
Local comercial;Lince;0;1;0;48;1300.0;115.0;154.0
Local comercial;Ate;0;1;0;40;2600.0;8265.0;155.0
Tienda/Salón;Ate;0;2;0;70;2400.0;2500.0;
Local comercial;Ventanilla;0;0;0;28;1000.0;490.0;
Local comercial;Ate;0;8;0;345;24000.0;9566.0;9185.0
Local comercial;Pachacámac;0;0;0;484;9000.0;7180.0;1733.0
Local comercial;Pachacámac;0;0;0;60;900.0;850.0;140.0
Local comercial;Lince;0;0;0;67;1600.0;;186.0
Local comercial;Pachacámac;0;1;0;28;750.0;400.0;
Local comercial;Comas;0;0;0;85;2000.0;605.0;180.0
Local comercial;Ate;0;2;0;122;8500.0;2436.0;
Tienda/Salón;San Miguel;0;0;0;90;2800.0;90.0;511.0
Local comercial;La Punta;0;0;0;21;900.0;602.0;
Local comercial;Pachacámac;0;0;0;1582;110670.0;23794.0;6802.0
Local comercial;Ate;0;1;0;36;1900.0;860.0;
Local comercial;Pachacámac;0;0;0;33;450.0;370.0;84.0
Local comercial;Pachacámac;0;0;0;6;3276.0;;
Local comercial;Pachacámac;0;0;0;30;500.0;432.0;136.0
Tienda/Salón;Lince;0;0;0;52;3500.0;;
Almacén;Chaclacayo;0;1;0;350;7000.0;350.0;300.0
Local comercial;Chorrillos;0;0;0;5;299.0;;
Local comercial;Comas;0;1;0;33;2500.0;1300.0;
Tienda en Centro Comercial;Ate;0;1;0;21;1200.0;510.0;132.0
Tienda/Salón;Comas;0;0;0;200;35000.0;;
Local comercial;Pachacámac;0;2;0;459;43668.0;7585.0;2238.0
Local comercial;San Borja;0;1;0;135;2500.0;1400.0;600.0
Casa comercial;Breña;0;1;0;262;10000.0;;467.0
Local comercial;Breña;0;0;0;32;500.0;610.0;467.0
Local comercial;Callao;0;1;0;35;800.0;450.0;
Almacén;Lince;0;0;0;2300;15000.0;;2000.0
Tienda/Salón;La Perla;0;2;0;110;9000.0;4500.0;950.0
Local comercial;Ate;0;2;0;40;1000.0;1100.0;266.0
Local comercial;Carabayllo;0;1;0;30;750.0;485.0;143.0
Local comercial;Pachacámac;0;0;0;25;500.0;279.0;
Tienda/Salón;Ate;0;1;0;100;7000.0;;6382.0
Local comercial;Ate;0;1;0;75;3000.0;1280.0;
Local comercial;La Punta;0;1;0;34;800.0;531.0;100.0
Local comercial;Ate;0;1;0;36;1150.0;720.0;
Almacén;Santa Rosa;0;0;0;203;2000.0;;172.0
Tienda/Salón;Ate;0;2;0;71;3800.0;2500.0;450.0
Local comercial;Ate;0;1;0;135;5500.0;1200.0;
Local comercial;Pachacámac;0;0;0;63;800.0;1100.0;154.0
Local comercial;La Punta;0;9;0;320;15000.0;8509.0;157.0
Tienda/Salón;Ate;0;1;0;90;5000.0;1100.0;1200.0
Local comercial;Ate;0;4;0;84;950.0;640.0;110.0
Local comercial;Ate;0;1;0;34;800.0;594.0;
Almacén;La Punta;0;0;0;500;17700.0;;212.0
Local comercial;Jesús María;0;1;0;46;2200.0;662.0;264.0
Almacén;Chaclacayo;0;0;0;180;3900.0;;
Local comercial;La Molina;0;1;0;24;400.0;650.0;70.0
Local comercial;Carmen de La Legua;0;0;0;25;1000.0;630.0;
Local comercial;Ate;0;1;0;41;1300.0;1295.0;320.0
Tienda/Salón;Ate;0;1;0;40;2000.0;1490.0;280.0
Tienda/Salón;Ate;0;3;0;454;25000.0;10936.0;2978.0
Local comercial;Pachacámac;0;0;0;38;900.0;608.0;116.0
Local comercial;Ate;0;1;0;21;1000.0;730.0;
Local comercial;Pachacámac;0;0;0;90;2100.0;2000.0;172.0
Local comercial;Callao;0;1;0;28;500.0;390.0;
Local comercial;Lurigancho;0;1;0;27;1700.0;817.0;390.0
Local comercial;San Borja;0;0;0;40;500.0;451.0;
Tienda/Salón;Pachacámac;0;0;0;69;1100.0;728.0;414.0
Tienda en Centro Comercial;Ate;0;0;0;285;16000.0;4072.0;2123.0
Local comercial;Chorrillos;0;1;0;100;11000.0;3000.0;
Local comercial;San Luis;0;1;0;36;1000.0;520.0;560.0
Almacén;La Punta;0;0;0;960;20000.0;;2800.0
Local comercial;Ate;0;1;0;60;2500.0;1172.0;274.0
Local comercial;Pachacámac;0;2;0;190;100.0;3876.0;
Local comercial;Chaclacayo;0;0;0;27;350.0;363.0;34.0
Tienda en Centro Comercial;San Martín de Porres;0;1;0;29;1410.0;630.0;35.0
Local comercial;San Luis;0;1;0;24;800.0;381.0;58.0
Local comercial;Pachacámac;0;0;0;35;500.0;790.0;97.0
Tienda/Salón;Ate;0;1;0;55;4350.0;1730.0;770.0
Local comercial;Ate;0;4;0;170;5000.0;3918.0;1080.0
Local comercial;Chorrillos;0;34;0;1482;200070.0;55575.0;
Casa comercial;Santa Anita;0;0;0;271;8000.0;;724.0
Tienda/Salón;Ate;0;1;0;80;4200.0;;1500.0
Local comercial;Lurigancho;0;0;0;106;2500.0;927.0;319.0
Local comercial;Pachacámac;0;0;0;106;5000.0;2000.0;1156.0
Local comercial;La Punta;0;1;0;33;1100.0;650.0;
Local comercial;Pachacámac;0;0;0;128;4500.0;1600.0;562.0
Casa comercial;Chorrillos;4;0;0;161;8500.0;;523.0
Local comercial;Pachacámac;0;0;0;80;2500.0;1150.0;350.0
Tienda/Salón;San Miguel;0;0;0;1817;16000.0;;4200.0
Local comercial;Ate;0;19;0;594;59500.0;12903.0;
Local comercial;Pachacámac;0;0;0;547;45000.0;13289.0;2846.0
Tienda/Salón;Chaclacayo;0;0;0;53;4000.0;;
Local comercial;Pachacámac;0;0;0;354;25000.0;7150.0;2485.0
Local comercial;Ate;0;1;0;35;1600.0;490.0;160.0
Local comercial;Ate;0;1;0;33;1800.0;1600.0;
Almacén;San Miguel;0;0;0;1000;9800.0;;63.0
Local comercial;Ate;0;1;0;27;800.0;759.0;124.0
Local comercial;San Miguel;0;0;0;38;1100.0;510.0;
Local comercial;Ate;0;0;0;135;5900.0;1750.0;1300.0
Local comercial;San Miguel;0;1;0;34;700.0;520.0;70.0
Local comercial;Jesús María;0;0;0;15;850.0;;
Tienda/Salón;San Miguel;0;0;0;38;1000.0;220.0;223.0
Tienda/Salón;Ate;0;1;0;88;7600.0;2594.0;1405.0
Local comercial;San Luis;0;1;0;32;500.0;700.0;55.0
Local comercial;Pachacámac;0;0;0;70;3800.0;1800.0;87.0
Local comercial;San Luis;0;1;0;20;600.0;396.0;
Tienda/Salón;Rímac;0;0;0;40;5000.0;2200.0;
Local comercial;Ate;0;0;0;20;600.0;380.0;150.0
Local comercial;Pachacámac;0;0;0;525;26268.0;14552.0;
Casa comercial;Chorrillos;0;0;0;270;7000.0;;800.0
Local comercial;Ate;0;3;0;175;12000.0;3250.0;3250.0
Local comercial;Ate;0;1;0;22;700.0;666.0;106.0
Local comercial;San Borja;0;5;0;600;72000.0;18000.0;5400.0
Local comercial;Pachacámac;0;0;0;145;4000.0;3830.0;801.0
Local comercial;Ate;0;1;0;24;900.0;321.0;96.0
Almacén;La Perla;0;8;0;2035;44000.0;13142.0;1116.0
Tienda/Salón;Santa Rosa;0;0;0;120;1000.0;;244.0
Tienda en Centro Comercial;Pachacámac;0;0;0;32;7500.0;;138.0
Local comercial;Ate;0;1;0;25;900.0;620.0;
Local comercial;Pachacámac;0;0;0;285;25000.0;8571.0;1598.0
Local comercial;Ate;0;1;0;31;1000.0;917.0;125.0
Local comercial;San Borja;0;0;0;28;1000.0;660.0;
Local comercial;Pachacámac;0;0;0;4;450.0;;
Tienda en Centro Comercial;San Miguel;0;0;0;50;4000.0;1650.0;195.0
Tienda/Salón;Pachacámac;0;0;0;230;21850.0;5750.0;
Tienda/Salón;Ate;0;1;0;70;3830.0;1927.0;989.0
Local comercial;Ate;0;1;0;35;800.0;1300.0;250.0
Local comercial;Pachacámac;0;0;0;35;400.0;580.0;133.0
Local comercial;Jesús María;0;1;0;22;650.0;485.0;170.0
Local comercial;Pachacámac;0;0;0;554;41535.0;8678.0;1788.0
Local comercial;Lurín;0;1;0;27;900.0;550.0;838.0
Local comercial;Punta Hermosa;0;1;0;27;2000.0;900.0;
Local comercial;Pachacámac;0;1;0;588;52979.0;16308.0;2152.0
Local comercial;Pachacámac;0;0;0;1192;76000.0;30000.0;
Local comercial;Ate;0;1;0;40;1000.0;723.0;266.0
Local comercial;Ate;0;1;0;32;1200.0;1350.0;225.0
Tienda/Salón;Jesús María;0;0;0;98;8000.0;;
Tienda/Salón;Ate;0;1;0;150;5900.0;1100.0;200.0
Local comercial;Lince;0;0;0;24;600.0;561.0;
Local comercial;Ate;0;9;0;370;10000.0;11000.0;
Local comercial;Pachacámac;0;1;0;459;41362.0;12732.0;1680.0
Casa comercial;Chorrillos;6;0;0;322;12000.0;;252.0
Local comercial;Ate;0;1;0;36;1000.0;750.0;
Local comercial;Ate;0;1;0;38;1700.0;1030.0;399.0
Local comercial;Pachacámac;0;0;0;450;18000.0;5127.0;1600.0
Local comercial;San Isidro;0;0;0;20;900.0;400.0;36.0
Local comercial;Jesús María;0;1;0;40;1000.0;850.0;
Tienda/Salón;Ate;0;1;0;390;27000.0;7016.0;509.0
Tienda/Salón;Lince;0;0;0;69;1500.0;;60.0
Casa comercial;San Luis;0;0;0;350;8000.0;;670.0
Local comercial;Pachacámac;0;0;0;680;14000.0;8403.0;3400.0
Almacén;El Agustino;0;50;0;4000;24500.0;;1500.0
Local comercial;Chorrillos;0;2;0;56;3000.0;1400.0;
Local comercial;Ate;0;1;0;36;1300.0;1300.0;284.0
Local comercial;Pachacámac;0;0;0;33;600.0;333.0;84.0
Local comercial;Pachacámac;0;0;0;347;29520.0;6723.0;1298.0
Almacén;Lima;0;0;0;9220;73000.0;;8349.0
Tienda/Salón;Ate;0;0;0;320;20000.0;3750.0;4040.0
Local comercial;Santa Anita;0;1;0;26;450.0;708.0;56.0
Local comercial;Ate;0;1;0;32;1500.0;950.0;170.0
Almacén;Villa El Salvador;0;0;0;1000;20000.0;;
Local comercial;Rímac;0;0;0;120;20000.0;2400.0;694.0
Local comercial;Pachacámac;0;0;0;36;1400.0;300.0;104.0
Local comercial;Ate;1;1;0;34;1700.0;1185.0;260.0
Local comercial;Ate;0;1;0;30;500.0;900.0;120.0
Local comercial;Rímac;0;10;0;580;110000.0;29865.0;
Local comercial;Ate;0;0;0;21;500.0;490.0;86.0
Tienda/Salón;Ate;0;1;0;84;5300.0;1564.0;4231.0
Local comercial;Pachacámac;0;0;0;36;500.0;1200.0;
Local comercial;Ate;0;2;0;144;4500.0;4650.0;
Local comercial;Pachacámac;0;0;0;42;1100.0;1109.0;
Local comercial;San Borja;0;0;0;32;1100.0;500.0;202.0
Local comercial;Lince;0;2;0;50;1400.0;714.0;150.0
Local comercial;Pachacámac;0;0;0;30;800.0;370.0;127.0
Local comercial;San Borja;0;0;0;39;1000.0;767.0;
Local comercial;Pachacámac;0;1;0;544;48999.0;15083.0;1990.0
Tienda/Salón;Pachacámac;0;0;0;7;3000.0;271.0;
Local comercial;Villa El Salvador;0;12;0;173;17391.0;4584.0;716.0
Local comercial;Pachacámac;0;0;0;597;15000.0;;
Local comercial;Pachacámac;1;0;0;76;1300.0;750.0;
Local comercial;Lince;0;1;0;26;500.0;465.0;44.0
Local comercial;Chorrillos;0;0;0;20;1198.0;;
Local comercial;Ate;0;0;0;605;45000.0;18559.0;51176.0
Tienda/Salón;Ate;0;0;0;32;1000.0;1721.0;702.0
Local comercial;Ate;0;4;0;126;5500.0;2520.0;
Local comercial;Ate;0;1;0;27;1100.0;875.0;193.0
Tienda/Salón;Ate;0;0;0;647;45290.0;16175.0;5823.0
Local comercial;Jesús María;0;1;0;30;2000.0;299.0;170.0
Local comercial;Ate;0;1;0;31;1000.0;820.0;44.0
Local comercial;Pachacámac;0;0;0;460;35000.0;7574.0;19213.0
Local comercial;Carmen de La Legua;0;1;0;25;900.0;645.0;2.0
Tienda en Centro Comercial;Jesús María;0;1;0;70;2300.0;1080.0;220.0
Local comercial;Pachacámac;0;0;0;60;1800.0;1080.0;140.0
Local comercial;Pachacámac;0;0;0;25;550.0;120.0;43.0
Local comercial;Comas;0;0;0;34;2400.0;858.0;217.0
Tienda/Salón;Ate;0;2;0;154;10800.0;2977.0;744.0
Local comercial;San Borja;0;1;0;60;3000.0;1100.0;250.0
Local comercial;San Borja;0;1;0;120;4500.0;2200.0;528.0
Local comercial;Ate;0;2;0;20;3200.0;7318.0;190.0
Local comercial;Ate;0;1;0;51;1000.0;1803.0;352.0
Almacén;San Luis;0;0;0;893;33934.0;5340.0;3107.0
Local comercial;Jesús María;0;1;0;27;1000.0;600.0;118.0
Tienda/Salón;Chorrillos;0;0;0;585;60000.0;400.0;50000.0
Tienda en Centro Comercial;Ate;0;1;0;82;3500.0;2278.0;678.0
Tienda/Salón;Ate;0;0;0;27;1570.0;812.0;617.0
Local comercial;Ate;0;4;0;113;430.0;2807.0;430.0
Local comercial;Ate;0;1;0;49;2400.0;1050.0;
Local comercial;San Miguel;0;1;0;29;1450.0;550.0;83.0
Local comercial;Ate;0;7;0;200;15000.0;4200.0;940.0
Local comercial;Punta Hermosa;0;6;0;942;80070.0;18840.0;
Local comercial;Ate;0;5;0;370;27750.0;6631.0;2200.0
Local comercial;Pachacámac;0;0;0;200;10000.0;2500.0;900.0
Local comercial;Pachacámac;0;0;0;539;74921.0;14553.0;
Local comercial;Pachacámac;0;0;0;1516;60640.0;22452.0;
Almacén;San Isidro;0;0;0;4000;39000.0;;4000.0
Local comercial;Ate;0;2;0;70;3000.0;1888.0;
Local comercial;San Borja;0;1;0;40;2500.0;934.0;128.0
Tienda/Salón;San Borja;0;0;0;25;1299.0;680.0;100.0
Local comercial;Pachacámac;0;0;0;30;350.0;350.0;93.0
Local comercial;Ate;0;1;0;34;1800.0;1300.0;
Local comercial;Pachacámac;0;36;0;1897;151760.0;48506.0;8223.0
Local comercial;Pachacámac;0;0;0;104;2230.0;4009.0;172.0
Tienda en Centro Comercial;Ate;0;1;0;30;800.0;950.0;150.0
Tienda/Salón;Ate;0;2;0;202;8000.0;4300.0;3370.0
Local comercial;Pachacámac;0;0;0;90;1500.0;1100.0;180.0
Local comercial;Ate;0;0;0;36;2000.0;700.0;
Local comercial;Lurigancho;0;0;0;24;900.0;300.0;
Local comercial;Comas;0;2;0;60;1200.0;780.0;
Local comercial;Lince;0;0;0;23;800.0;600.0;
Local comercial;Ventanilla;0;1;0;25;1000.0;800.0;
Local comercial;Pachacámac;0;0;0;414;16000.0;7534.0;1300.0
Local comercial;Lince;0;0;0;40;800.0;455.0;
Local comercial;Pachacámac;0;0;0;33;750.0;619.0;124.0
Local comercial;Chaclacayo;0;0;0;27;600.0;336.0;
Local comercial;Callao;0;1;0;19;600.0;450.0;
Local comercial;Jesús María;0;1;0;26;2000.0;259.0;148.0
Local comercial;Lince;0;1;0;22;1200.0;790.0;100.0
Local comercial;Pachacámac;0;0;0;73;1400.0;852.0;
Local comercial;San Isidro;0;0;0;29;580.0;480.0;60.0
Local comercial;Villa El Salvador;0;3;0;174;14782.0;4294.0;826.0
Local comercial;Barranco;0;1;0;23;400.0;400.0;
Local comercial;Callao;0;1;0;28;950.0;330.0;
Local comercial;Jesús María;0;0;0;2132;255840.0;;
Local comercial;Pachacámac;0;0;0;1354;81240.0;93686.0;21080.0
Local comercial;Pachacámac;0;18;0;957;86089.0;26534.0;2630.0
Local comercial;Callao;0;1;0;52;2000.0;979.0;600.0
Tienda/Salón;Ate;0;2;0;80;;;
Casa comercial;Ate;0;4;0;360;8500.0;;160.0
Tienda/Salón;Ventanilla;0;0;0;130;3500.0;;
Tienda/Salón;Chorrillos;0;0;0;180;6800.0;625.0;
Tienda en Centro Comercial;Ate;0;0;0;32;1300.0;505.0;128.0
Local comercial;Pachacámac;0;0;0;488;24400.0;7320.0;
Local comercial;San Miguel;0;0;0;50;2200.0;2000.0;749.0
Tienda/Salón;Chaclacayo;0;1;0;55;1500.0;;75.0
Local comercial;Ate;0;4;0;190;15000.0;5779.0;1372.0
Local comercial;Pachacámac;0;0;0;410;24000.0;5688.0;980.0
Local comercial;Callao;0;0;0;25;1000.0;200.0;
Local comercial;Ate;0;1;0;76;4000.0;1500.0;
Local comercial;Jesús María;0;1;0;48;1800.0;700.0;220.0
Tienda/Salón;Lurín;0;0;0;36;1400.0;512.0;
Local comercial;Pachacámac;0;0;0;40;1600.0;365.0;97.0
Local comercial;Pachacámac;0;0;0;530;28000.0;10504.0;1578.0
Local comercial;Pachacámac;0;0;0;128;2800.0;1740.0;490.0
Almacén;Punta Negra;0;0;0;400;5500.0;;
Tienda en Centro Comercial;Pachacámac;0;0;0;50;1800.0;;
Local comercial;Ate;0;1;0;30;980.0;1009.0;164.0
Local comercial;Ate;0;1;0;54;3800.0;10482.0;
Tienda/Salón;La Victoria;0;0;0;70;2000.0;;
Tienda/Salón;Chorrillos;0;0;0;100;5000.0;393.0;782.0
Local comercial;Pachacámac;0;15;0;5666;530000.0;1.0;1.0
Local comercial;Ate;0;1;0;22;600.0;600.0;100.0
Local comercial;Comas;0;1;0;115;11000.0;4400.0;1200.0
Local comercial;Chorrillos;0;1;0;50;5000.0;1700.0;2064.0
Local comercial;Pachacámac;0;4;0;288;8000.0;5688.0;1419.0
Local comercial;Pachacámac;0;0;0;374;29920.0;9350.0;1496.0
Local comercial;Jesús María;0;1;0;24;1000.0;;
Local comercial;Ate;0;2;0;49;2200.0;1600.0;
Local comercial;Pachacámac;0;0;0;28;250.0;427.0;84.0
Local comercial;Ate;0;6;0;200;10000.0;3600.0;
Local comercial;Ate;0;1;0;30;700.0;1009.0;164.0
Local comercial;Ate;0;2;0;30;800.0;850.0;200.0
Local comercial;San Martín de Porres;0;1;0;29;1200.0;650.0;360.0
Almacén;San Luis;0;10;0;1209;14000.0;;5100.0
Local comercial;Ventanilla;0;0;0;21;400.0;400.0;346.0
Local comercial;La Punta;0;0;0;110;1600.0;1450.0;
Local comercial;Lince;0;0;0;50;2300.0;400.0;
Tienda/Salón;San Luis;0;10;0;6544;59000.0;;13500.0
Tienda/Salón;Comas;0;0;0;30;2500.0;730.0;290.0
Local comercial;Ate;0;1;0;44;1000.0;900.0;280.0
Local comercial;Pachacámac;0;0;0;160;2200.0;1960.0;340.0
Local comercial;Pachacámac;0;0;0;678;30000.0;9994.0;3030.0
Local comercial;Puente Piedra;0;1;0;28;1200.0;606.0;60.0
Local comercial;Ate;0;1;0;50;2000.0;1180.0;193.0
Local comercial;Jesús María;0;16;0;1005;50250.0;15465.0;6586.0
Local comercial;San Borja;0;0;0;44;1800.0;698.0;170.0
Tienda en Centro Comercial;La Perla;0;0;0;60;12000.0;6500.0;
Local comercial;Ate;0;2;0;65;2000.0;1590.0;110.0
Local comercial;Ventanilla;0;1;0;22;800.0;526.0;50.0
Local comercial;Ate;0;0;0;38;1200.0;460.0;180.0
Local comercial;Ate;0;1;0;32;1200.0;720.0;
Almacén;Santa Rosa;0;0;0;970;9000.0;;110.0
Local comercial;Pachacámac;0;0;0;38;690.0;;
Local comercial;Pachacámac;0;0;0;69;2000.0;650.0;197.0
Local comercial;Pachacámac;0;0;0;70;2500.0;1041.0;320.0
Tienda/Salón;Pachacámac;0;0;0;165;5500.0;3700.0;1100.0
Almacén;Santa Rosa;0;0;0;600;6000.0;;465.0
Tienda/Salón;San Miguel;0;0;0;720;50000.0;;7050.0
Local comercial;Ate;0;0;0;30;1800.0;;
Local comercial;Ate;0;8;0;250;14750.0;10067.0;2765.0
Local comercial;Ate;1;1;0;21;950.0;740.0;169.0
Local comercial;Ate;0;1;0;43;1000.0;560.0;324.0
Local comercial;Pachacámac;0;0;0;24;330.0;580.0;79.0
Local comercial;Chaclacayo;0;0;0;24;1200.0;;22.0
Local comercial;Chorrillos;0;3;0;238;15000.0;9383.0;1650.0
Local comercial;Jesús María;0;1;0;60;3000.0;300.0;
Local comercial;Pachacámac;0;0;0;129;3000.0;1400.0;80.0
Almacén;Punta Negra;0;39;0;2107;30000.0;;6685.0
Tienda/Salón;Bellavista;0;1;0;40;1300.0;;154.0
Local comercial;Pachacámac;0;1;0;400;55000.0;4082.0;1218.0
Local comercial;Lurigancho;0;1;0;30;2500.0;1076.0;222.0
Local comercial;Ate;0;4;0;149;7400.0;4768.0;1250.0
Tienda/Salón;Pachacámac;0;0;0;450;19000.0;1000.0;800.0
Local comercial;Ate;0;0;0;250;9900.0;2500.0;700.0
Local comercial;Pachacámac;0;0;0;210;15000.0;6446.0;775.0
Tienda/Salón;El Agustino;0;0;0;131;5000.0;;
Local comercial;Ate;0;1;0;21;300.0;715.0;120.0
Tienda/Salón;Jesús María;0;1;0;87;4350.0;400.0;1000.0
Local comercial;Lince;0;1;0;25;700.0;420.0;51.0
Local comercial;Pachacámac;0;0;0;44;1000.0;544.0;
Local comercial;La Punta;0;0;0;20;600.0;468.0;56.0
Local comercial;Pachacámac;0;0;0;70;2000.0;1200.0;200.0
Local comercial;Pachacámac;0;0;0;295;13244.0;5298.0;295.0
Almacén;El Agustino;0;0;0;680;9000.0;;
Local comercial;Pachacámac;0;0;0;1055;52750.0;29223.0;
Casa comercial;Ate;0;12;0;1150;70000.0;;
Almacén;Mi Perú;0;2;0;493;19000.0;2572.0;454.0
Local comercial;Ate;0;2;0;120;6700.0;3963.0;8600.0
Local comercial;Punta Negra;0;1;0;25;800.0;400.0;
Tienda/Salón;Ate;0;1;0;70;5500.0;943.0;3959.0
Local comercial;Pachacámac;0;0;0;62;2000.0;720.0;167.0
Local comercial;San Martín de Porres;0;0;0;100;800.0;120.0;80.0
Local comercial;San Luis;0;1;0;66;4400.0;175.0;
Local comercial;Jesús María;0;1;0;19;1000.0;450.0;1000.0
Local comercial;Chorrillos;0;1;0;29;1500.0;627.0;31.0
Tienda/Salón;Pachacámac;0;0;0;48;1000.0;1400.0;140.0
Tienda en Centro Comercial;Ate;0;1;0;42;1000.0;860.0;483.0
